"timestamp","azimuth","elevation"
"2025-02-26 21:19:52.253364+00:00","0.0","-75.91"
"2025-02-26 21:19:53.420975+00:00","0.0","-74.68"
"2025-02-26 21:19:54.580031+00:00","0.0","-73.39"
"2025-02-26 21:19:55.751440+00:00","0.0","-72.12"
"2025-02-26 21:19:56.917487+00:00","0.0","-70.85"
"2025-02-26 21:19:58.085316+00:00","0.0","-69.58"
"2025-02-26 21:19:59.253225+00:00","0.0","-68.38"
"2025-02-26 21:20:00.413975+00:00","0.0","-67.1"
"2025-02-26 21:20:01.583842+00:00","0.0","-65.83"
"2025-02-26 21:20:02.750279+00:00","0.0","-64.55"
"2025-02-26 21:20:03.918685+00:00","0.0","-63.27"
"2025-02-26 21:20:05.077993+00:00","0.0","-61.98"
"2025-02-26 21:20:06.246179+00:00","0.0","-60.77"
"2025-02-26 21:20:07.420397+00:00","0.0","-59.51"
"2025-02-26 21:20:08.581675+00:00","0.0","-58.24"
"2025-02-26 21:20:09.750141+00:00","0.0","-56.97"
"2025-02-26 21:20:10.915040+00:00","0.0","-55.7"
"2025-02-26 21:20:12.083904+00:00","0.0","-54.47"
"2025-02-26 21:20:13.253624+00:00","0.0","-53.18"
"2025-02-26 21:20:14.415870+00:00","0.0","-51.9"
"2025-02-26 21:20:15.576321+00:00","0.0","-50.64"
"2025-02-26 21:20:16.748362+00:00","0.0","-49.38"
"2025-02-26 21:20:17.912912+00:00","0.0","-48.18"
"2025-02-26 21:20:19.081472+00:00","0.0","-46.92"
"2025-02-26 21:20:20.253601+00:00","0.0","-45.65"
"2025-02-26 21:20:21.414179+00:00","0.0","-44.38"
"2025-02-26 21:20:22.582401+00:00","0.0","-43.1"
"2025-02-26 21:20:23.751915+00:00","0.0","-41.88"
"2025-02-26 21:20:24.917347+00:00","0.0","-40.61"
"2025-02-26 21:20:26.084485+00:00","0.0","-39.35"
"2025-02-26 21:20:27.245802+00:00","0.0","-38.1"
"2025-02-26 21:20:28.410102+00:00","0.0","-36.84"
"2025-02-26 21:20:29.578795+00:00","0.0","-35.57"
"2025-02-26 21:20:30.746781+00:00","0.0","-34.34"
"2025-02-26 21:20:31.919124+00:00","0.0","-33.07"
"2025-02-26 21:20:33.075661+00:00","0.0","-31.8"
"2025-02-26 21:20:34.243240+00:00","0.0","-30.53"
"2025-02-26 21:20:35.409374+00:00","0.0","-89.28"
"2025-02-26 21:20:36.580935+00:00","0.0","-88.1"
"2025-02-26 21:20:41.639928+00:00","0.0","-87.78"
"2025-02-26 21:20:45.716445+00:00","236.66","-30.01"
