"timestamp","azimuth","elevation"
"2025-02-26 22:35:23.854295+00:00","0.0","-60.28"
"2025-02-26 22:35:25.026161+00:00","0.0","-58.99"
"2025-02-26 22:35:26.199565+00:00","0.0","-57.78"
"2025-02-26 22:35:27.363533+00:00","0.0","-56.5"
"2025-02-26 22:35:28.529474+00:00","0.0","-55.2"
"2025-02-26 22:35:29.688777+00:00","0.0","-53.91"
"2025-02-26 22:35:30.860981+00:00","0.0","-52.62"
"2025-02-26 22:35:32.029567+00:00","0.0","-51.39"
"2025-02-26 22:35:33.199355+00:00","0.0","-50.12"
"2025-02-26 22:35:34.367038+00:00","0.0","-48.85"
"2025-02-26 22:35:35.528115+00:00","0.0","-47.58"
"2025-02-26 22:35:36.692918+00:00","0.0","-46.29"
"2025-02-26 22:35:37.855717+00:00","0.0","-45.05"
"2025-02-26 22:35:39.031630+00:00","0.0","-43.75"
"2025-02-26 22:35:40.199796+00:00","0.0","-42.46"
"2025-02-26 22:35:41.357210+00:00","0.0","-41.18"
"2025-02-26 22:35:42.528143+00:00","0.0","-39.9"
"2025-02-26 22:35:43.694767+00:00","0.0","-38.64"
"2025-02-26 22:35:44.864321+00:00","0.0","-37.41"
"2025-02-26 22:35:46.025110+00:00","0.0","-36.13"
"2025-02-26 22:35:47.191650+00:00","0.0","-34.85"
"2025-02-26 22:35:48.357353+00:00","0.0","-33.55"
"2025-02-26 22:35:49.522323+00:00","0.0","-32.26"
"2025-02-26 22:35:50.696893+00:00","0.0","-31.03"
"2025-02-26 22:35:51.864992+00:00","0.0","-89.76"
"2025-02-26 22:35:53.032472+00:00","0.0","-88.49"
"2025-02-26 22:35:54.195380+00:00","0.0","-87.22"
"2025-02-26 22:35:55.358062+00:00","0.0","-85.93"
"2025-02-26 22:35:56.530277+00:00","0.0","-84.7"
"2025-02-26 22:35:57.691497+00:00","0.0","-83.41"
"2025-02-26 22:35:58.862267+00:00","0.0","-82.12"
"2025-02-26 22:36:00.027430+00:00","0.0","-80.85"
"2025-02-26 22:36:01.189061+00:00","0.0","-79.58"
"2025-02-26 22:36:02.362988+00:00","0.0","-78.37"
"2025-02-26 22:36:03.523371+00:00","0.0","-77.1"
"2025-02-26 22:36:04.697412+00:00","0.0","-75.81"
"2025-02-26 22:36:05.852431+00:00","0.0","-74.53"
"2025-02-26 22:36:07.026844+00:00","0.0","-73.24"
"2025-02-26 22:36:08.195748+00:00","0.0","-71.95"
"2025-02-26 22:36:09.360814+00:00","0.0","-70.74"
"2025-02-26 22:36:10.526163+00:00","0.0","-69.47"
"2025-02-26 22:36:11.685279+00:00","0.0","-68.21"
"2025-02-26 22:36:12.858250+00:00","0.0","-66.94"
"2025-02-26 22:36:14.028059+00:00","0.0","-65.65"
"2025-02-26 22:36:15.195409+00:00","0.0","-64.42"
"2025-02-26 22:36:16.356272+00:00","0.0","-63.14"
"2025-02-26 22:36:17.527241+00:00","0.0","-61.86"
"2025-02-26 22:36:18.692095+00:00","0.0","-60.59"
"2025-02-26 22:36:19.858188+00:00","0.0","-59.33"
"2025-02-26 22:36:21.026761+00:00","0.0","-58.11"
"2025-02-26 22:36:22.188752+00:00","0.0","-56.84"
"2025-02-26 22:36:23.357704+00:00","0.0","-55.56"
"2025-02-26 22:36:24.525074+00:00","0.0","-54.28"
"2025-02-26 22:36:25.693773+00:00","0.0","-52.99"
"2025-02-26 22:36:26.858132+00:00","0.0","-51.77"
"2025-02-26 22:36:28.021790+00:00","0.0","-50.5"
"2025-02-26 22:36:29.190160+00:00","0.0","-49.24"
"2025-02-26 22:36:30.355832+00:00","0.0","-47.98"
"2025-02-26 22:36:31.526566+00:00","0.0","-46.72"
"2025-02-26 22:36:32.694232+00:00","0.0","-45.46"
"2025-02-26 22:36:33.861910+00:00","0.0","-44.24"
"2025-02-26 22:36:35.027234+00:00","0.0","-42.95"
"2025-02-26 22:36:36.188287+00:00","0.0","-41.68"
"2025-02-26 22:36:37.359275+00:00","0.0","-40.42"
"2025-02-26 22:36:38.519120+00:00","0.0","-39.16"
"2025-02-26 22:36:39.694665+00:00","0.0","-37.95"
"2025-02-26 22:36:40.858106+00:00","0.0","-36.69"
"2025-02-26 22:36:42.021086+00:00","0.0","-35.42"
"2025-02-26 22:36:43.188628+00:00","0.0","-34.14"
"2025-02-26 22:36:44.354625+00:00","0.0","-32.87"
"2025-02-26 22:36:45.527195+00:00","0.0","-31.65"
"2025-02-26 22:36:46.694762+00:00","0.0","-30.38"
"2025-02-26 22:36:47.860977+00:00","0.0","-89.13"
"2025-02-26 22:36:49.024836+00:00","0.0","-87.88"
"2025-02-26 22:36:50.187444+00:00","0.0","-86.62"
"2025-02-26 22:36:51.353677+00:00","0.0","-85.4"
"2025-02-26 22:36:52.520495+00:00","0.0","-84.12"
"2025-02-26 22:36:53.695520+00:00","0.0","-82.85"
"2025-02-26 22:36:54.851100+00:00","0.0","-81.72"
"2025-02-26 22:36:59.923656+00:00","0.0","-81.63"
