"center_frequency_amplitude","center_frequency_amplitude_timestamp_before","center_frequency_amplitude_timestamp_after","peak_frequency","peak_amplitude","peak_timestamp_before","peak_timestamp_after"
"-80.0","2025-02-26T22:35:25.230900+00:00","2025-02-26T22:35:25.333285+00:00","8450000520.0","-79.83","2025-02-26T22:35:25.333285+00:00","2025-02-26T22:35:25.393873+00:00"
"-80.0","2025-02-26T22:35:25.393873+00:00","2025-02-26T22:35:25.482223+00:00","8450000520.0","-79.83","2025-02-26T22:35:25.482223+00:00","2025-02-26T22:35:25.542244+00:00"
"-80.0","2025-02-26T22:35:25.542244+00:00","2025-02-26T22:35:25.632069+00:00","8450000520.0","-79.83","2025-02-26T22:35:25.632069+00:00","2025-02-26T22:35:25.692545+00:00"
"-80.0","2025-02-26T22:35:25.692545+00:00","2025-02-26T22:35:25.785843+00:00","8450000520.0","-79.83","2025-02-26T22:35:25.785843+00:00","2025-02-26T22:35:25.838731+00:00"
"-80.0","2025-02-26T22:35:25.838731+00:00","2025-02-26T22:35:25.930849+00:00","8450000520.0","-79.83","2025-02-26T22:35:25.930849+00:00","2025-02-26T22:35:25.990552+00:00"
"-80.0","2025-02-26T22:35:25.990552+00:00","2025-02-26T22:35:26.081993+00:00","8450000520.0","-79.83","2025-02-26T22:35:26.081993+00:00","2025-02-26T22:35:26.139538+00:00"
"-80.0","2025-02-26T22:35:26.139538+00:00","2025-02-26T22:35:26.235603+00:00","8450000520.0","-79.83","2025-02-26T22:35:26.235603+00:00","2025-02-26T22:35:26.302238+00:00"
"-80.0","2025-02-26T22:35:26.303205+00:00","2025-02-26T22:35:26.382042+00:00","8450000520.0","-79.83","2025-02-26T22:35:26.382042+00:00","2025-02-26T22:35:26.452007+00:00"
"-80.0","2025-02-26T22:35:26.452328+00:00","2025-02-26T22:35:26.536607+00:00","8450000520.0","-79.83","2025-02-26T22:35:26.536607+00:00","2025-02-26T22:35:26.596694+00:00"
"-80.0","2025-02-26T22:35:26.596694+00:00","2025-02-26T22:35:26.687388+00:00","8450000520.0","-79.83","2025-02-26T22:35:26.687388+00:00","2025-02-26T22:35:26.747781+00:00"
"-80.0","2025-02-26T22:35:26.752385+00:00","2025-02-26T22:35:26.838663+00:00","8450000520.0","-79.83","2025-02-26T22:35:26.838663+00:00","2025-02-26T22:35:26.912721+00:00"
"-80.0","2025-02-26T22:35:26.912721+00:00","2025-02-26T22:35:26.993063+00:00","8450000520.0","-79.83","2025-02-26T22:35:26.993063+00:00","2025-02-26T22:35:27.053523+00:00"
"-80.0","2025-02-26T22:35:27.053523+00:00","2025-02-26T22:35:27.154951+00:00","8450000520.0","-79.83","2025-02-26T22:35:27.154951+00:00","2025-02-26T22:35:27.217398+00:00"
"-80.0","2025-02-26T22:35:27.217944+00:00","2025-02-26T22:35:27.303880+00:00","8450000520.0","-79.83","2025-02-26T22:35:27.303880+00:00","2025-02-26T22:35:27.363533+00:00"
"-80.0","2025-02-26T22:35:27.363533+00:00","2025-02-26T22:35:27.450609+00:00","8450000520.0","-79.83","2025-02-26T22:35:27.450609+00:00","2025-02-26T22:35:27.510526+00:00"
"-80.0","2025-02-26T22:35:27.510526+00:00","2025-02-26T22:35:27.603430+00:00","8450000520.0","-79.83","2025-02-26T22:35:27.603430+00:00","2025-02-26T22:35:27.667569+00:00"
"-80.0","2025-02-26T22:35:27.668587+00:00","2025-02-26T22:35:27.754529+00:00","8450000520.0","-79.83","2025-02-26T22:35:27.754529+00:00","2025-02-26T22:35:27.817784+00:00"
"-80.0","2025-02-26T22:35:27.817784+00:00","2025-02-26T22:35:27.914838+00:00","8450000520.0","-79.83","2025-02-26T22:35:27.914838+00:00","2025-02-26T22:35:27.975294+00:00"
"-80.0","2025-02-26T22:35:27.975294+00:00","2025-02-26T22:35:28.065840+00:00","8450000520.0","-79.83","2025-02-26T22:35:28.065840+00:00","2025-02-26T22:35:28.126401+00:00"
"-80.0","2025-02-26T22:35:28.126401+00:00","2025-02-26T22:35:28.221037+00:00","8450000520.0","-79.83","2025-02-26T22:35:28.221037+00:00","2025-02-26T22:35:28.280470+00:00"
"-80.0","2025-02-26T22:35:28.280470+00:00","2025-02-26T22:35:28.365988+00:00","8450000520.0","-79.83","2025-02-26T22:35:28.365988+00:00","2025-02-26T22:35:28.427894+00:00"
"-80.0","2025-02-26T22:35:28.428542+00:00","2025-02-26T22:35:28.509076+00:00","8450000520.0","-79.83","2025-02-26T22:35:28.509076+00:00","2025-02-26T22:35:28.571131+00:00"
"-80.0","2025-02-26T22:35:28.571131+00:00","2025-02-26T22:35:28.661058+00:00","8450000520.0","-79.83","2025-02-26T22:35:28.661058+00:00","2025-02-26T22:35:28.721305+00:00"
"-80.0","2025-02-26T22:35:28.721305+00:00","2025-02-26T22:35:28.819063+00:00","8450000520.0","-79.83","2025-02-26T22:35:28.819063+00:00","2025-02-26T22:35:28.880482+00:00"
"-80.0","2025-02-26T22:35:28.880482+00:00","2025-02-26T22:35:28.968036+00:00","8450000520.0","-79.83","2025-02-26T22:35:28.968036+00:00","2025-02-26T22:35:29.033872+00:00"
"-80.0","2025-02-26T22:35:29.033872+00:00","2025-02-26T22:35:29.124545+00:00","8450000520.0","-79.83","2025-02-26T22:35:29.124545+00:00","2025-02-26T22:35:29.185296+00:00"
"-80.0","2025-02-26T22:35:29.185296+00:00","2025-02-26T22:35:29.276001+00:00","8450000520.0","-79.83","2025-02-26T22:35:29.276001+00:00","2025-02-26T22:35:29.335893+00:00"
"-80.0","2025-02-26T22:35:29.335893+00:00","2025-02-26T22:35:29.431843+00:00","8450000520.0","-79.83","2025-02-26T22:35:29.431843+00:00","2025-02-26T22:35:29.492039+00:00"
"-80.0","2025-02-26T22:35:29.492039+00:00","2025-02-26T22:35:29.578461+00:00","8450000520.0","-79.83","2025-02-26T22:35:29.578461+00:00","2025-02-26T22:35:29.638428+00:00"
"-80.0","2025-02-26T22:35:29.638428+00:00","2025-02-26T22:35:29.735669+00:00","8450000520.0","-79.83","2025-02-26T22:35:29.735669+00:00","2025-02-26T22:35:29.795869+00:00"
"-80.0","2025-02-26T22:35:29.795869+00:00","2025-02-26T22:35:29.880184+00:00","8450000520.0","-79.83","2025-02-26T22:35:29.880184+00:00","2025-02-26T22:35:29.943691+00:00"
"-80.0","2025-02-26T22:35:29.944794+00:00","2025-02-26T22:35:30.031401+00:00","8450000520.0","-79.83","2025-02-26T22:35:30.031401+00:00","2025-02-26T22:35:30.089090+00:00"
"-80.0","2025-02-26T22:35:30.089090+00:00","2025-02-26T22:35:30.179526+00:00","8450000520.0","-79.83","2025-02-26T22:35:30.179526+00:00","2025-02-26T22:35:30.239954+00:00"
"-80.0","2025-02-26T22:35:30.239954+00:00","2025-02-26T22:35:30.340071+00:00","8450000520.0","-79.83","2025-02-26T22:35:30.340071+00:00","2025-02-26T22:35:30.403861+00:00"
"-80.0","2025-02-26T22:35:30.404435+00:00","2025-02-26T22:35:30.487504+00:00","8450000520.0","-79.83","2025-02-26T22:35:30.487504+00:00","2025-02-26T22:35:30.563330+00:00"
"-80.0","2025-02-26T22:35:30.563330+00:00","2025-02-26T22:35:30.644671+00:00","8450000520.0","-79.83","2025-02-26T22:35:30.644671+00:00","2025-02-26T22:35:30.704883+00:00"
"-80.0","2025-02-26T22:35:30.704883+00:00","2025-02-26T22:35:30.795686+00:00","8450000520.0","-79.83","2025-02-26T22:35:30.795686+00:00","2025-02-26T22:35:30.860981+00:00"
"-80.0","2025-02-26T22:35:30.860981+00:00","2025-02-26T22:35:30.964297+00:00","8450000520.0","-79.83","2025-02-26T22:35:30.964297+00:00","2025-02-26T22:35:31.024103+00:00"
"-76.17","2025-02-26T22:35:31.024103+00:00","2025-02-26T22:35:31.111326+00:00","8450000520.0","-76.0","2025-02-26T22:35:31.111326+00:00","2025-02-26T22:35:31.181613+00:00"
"-76.17","2025-02-26T22:35:31.181613+00:00","2025-02-26T22:35:31.261559+00:00","8450000520.0","-76.0","2025-02-26T22:35:31.261559+00:00","2025-02-26T22:35:31.321685+00:00"
"-76.17","2025-02-26T22:35:31.331661+00:00","2025-02-26T22:35:31.419134+00:00","8450000520.0","-76.0","2025-02-26T22:35:31.419134+00:00","2025-02-26T22:35:31.478969+00:00"
"-76.17","2025-02-26T22:35:31.478969+00:00","2025-02-26T22:35:31.575856+00:00","8450000520.0","-76.0","2025-02-26T22:35:31.575856+00:00","2025-02-26T22:35:31.635641+00:00"
"-76.17","2025-02-26T22:35:31.635641+00:00","2025-02-26T22:35:31.712799+00:00","8450000520.0","-76.0","2025-02-26T22:35:31.712799+00:00","2025-02-26T22:35:31.782962+00:00"
"-76.17","2025-02-26T22:35:31.782962+00:00","2025-02-26T22:35:31.873661+00:00","8450000520.0","-76.0","2025-02-26T22:35:31.873661+00:00","2025-02-26T22:35:31.938720+00:00"
"-76.17","2025-02-26T22:35:31.938720+00:00","2025-02-26T22:35:32.029567+00:00","8450000520.0","-76.0","2025-02-26T22:35:32.029567+00:00","2025-02-26T22:35:32.088730+00:00"
"-76.17","2025-02-26T22:35:32.088730+00:00","2025-02-26T22:35:32.179234+00:00","8450000520.0","-76.0","2025-02-26T22:35:32.179234+00:00","2025-02-26T22:35:32.239270+00:00"
"-76.17","2025-02-26T22:35:32.239270+00:00","2025-02-26T22:35:32.333796+00:00","8450000520.0","-76.0","2025-02-26T22:35:32.333796+00:00","2025-02-26T22:35:32.392021+00:00"
"-76.17","2025-02-26T22:35:32.392021+00:00","2025-02-26T22:35:32.479656+00:00","8450000520.0","-76.0","2025-02-26T22:35:32.479656+00:00","2025-02-26T22:35:32.539662+00:00"
"-76.17","2025-02-26T22:35:32.539662+00:00","2025-02-26T22:35:32.619491+00:00","8450000520.0","-76.0","2025-02-26T22:35:32.619491+00:00","2025-02-26T22:35:32.688511+00:00"
"-76.17","2025-02-26T22:35:32.688511+00:00","2025-02-26T22:35:32.775661+00:00","8450000520.0","-76.0","2025-02-26T22:35:32.775661+00:00","2025-02-26T22:35:32.835831+00:00"
"-76.17","2025-02-26T22:35:32.835831+00:00","2025-02-26T22:35:32.932929+00:00","8450000520.0","-76.0","2025-02-26T22:35:32.932929+00:00","2025-02-26T22:35:32.993905+00:00"
"-76.17","2025-02-26T22:35:32.993905+00:00","2025-02-26T22:35:33.084655+00:00","8450000520.0","-76.0","2025-02-26T22:35:33.084655+00:00","2025-02-26T22:35:33.145567+00:00"
"-76.17","2025-02-26T22:35:33.145567+00:00","2025-02-26T22:35:33.242493+00:00","8450000520.0","-76.0","2025-02-26T22:35:33.242493+00:00","2025-02-26T22:35:33.303440+00:00"
"-76.17","2025-02-26T22:35:33.304385+00:00","2025-02-26T22:35:33.391482+00:00","8450000520.0","-76.0","2025-02-26T22:35:33.391482+00:00","2025-02-26T22:35:33.452354+00:00"
"-76.17","2025-02-26T22:35:33.452354+00:00","2025-02-26T22:35:33.538099+00:00","8450000520.0","-76.0","2025-02-26T22:35:33.538099+00:00","2025-02-26T22:35:33.598411+00:00"
"-76.17","2025-02-26T22:35:33.598411+00:00","2025-02-26T22:35:33.688592+00:00","8450000520.0","-76.0","2025-02-26T22:35:33.688592+00:00","2025-02-26T22:35:33.753678+00:00"
"-76.17","2025-02-26T22:35:33.753678+00:00","2025-02-26T22:35:33.832099+00:00","8450000520.0","-76.0","2025-02-26T22:35:33.832099+00:00","2025-02-26T22:35:33.900121+00:00"
"-76.17","2025-02-26T22:35:33.901049+00:00","2025-02-26T22:35:33.983139+00:00","8450000520.0","-76.0","2025-02-26T22:35:33.983139+00:00","2025-02-26T22:35:34.043035+00:00"
"-76.17","2025-02-26T22:35:34.043035+00:00","2025-02-26T22:35:34.134344+00:00","8450000520.0","-76.0","2025-02-26T22:35:34.134344+00:00","2025-02-26T22:35:34.195327+00:00"
"-76.17","2025-02-26T22:35:34.195327+00:00","2025-02-26T22:35:34.287388+00:00","8450000520.0","-76.0","2025-02-26T22:35:34.287388+00:00","2025-02-26T22:35:34.357405+00:00"
"-76.17","2025-02-26T22:35:34.357405+00:00","2025-02-26T22:35:34.452032+00:00","8450000520.0","-76.0","2025-02-26T22:35:34.452032+00:00","2025-02-26T22:35:34.510540+00:00"
"-76.17","2025-02-26T22:35:34.510540+00:00","2025-02-26T22:35:34.601524+00:00","8450000520.0","-76.0","2025-02-26T22:35:34.601524+00:00","2025-02-26T22:35:34.661443+00:00"
"-76.17","2025-02-26T22:35:34.661948+00:00","2025-02-26T22:35:34.746395+00:00","8450000520.0","-76.0","2025-02-26T22:35:34.746395+00:00","2025-02-26T22:35:34.808777+00:00"
"-76.17","2025-02-26T22:35:34.808777+00:00","2025-02-26T22:35:34.890843+00:00","8450000520.0","-76.0","2025-02-26T22:35:34.890843+00:00","2025-02-26T22:35:34.950908+00:00"
"-76.17","2025-02-26T22:35:34.950908+00:00","2025-02-26T22:35:35.051740+00:00","8450000520.0","-76.0","2025-02-26T22:35:35.051740+00:00","2025-02-26T22:35:35.112082+00:00"
"-76.17","2025-02-26T22:35:35.112082+00:00","2025-02-26T22:35:35.202775+00:00","8450000520.0","-76.0","2025-02-26T22:35:35.202775+00:00","2025-02-26T22:35:35.263354+00:00"
"-76.17","2025-02-26T22:35:35.263354+00:00","2025-02-26T22:35:35.355229+00:00","8450000520.0","-76.0","2025-02-26T22:35:35.355229+00:00","2025-02-26T22:35:35.415485+00:00"
"-76.17","2025-02-26T22:35:35.416474+00:00","2025-02-26T22:35:35.508289+00:00","8450000520.0","-76.0","2025-02-26T22:35:35.508289+00:00","2025-02-26T22:35:35.571517+00:00"
"-76.17","2025-02-26T22:35:35.573671+00:00","2025-02-26T22:35:35.661580+00:00","8450000520.0","-76.0","2025-02-26T22:35:35.661580+00:00","2025-02-26T22:35:35.721875+00:00"
"-76.17","2025-02-26T22:35:35.721875+00:00","2025-02-26T22:35:35.814783+00:00","8450000520.0","-76.0","2025-02-26T22:35:35.814783+00:00","2025-02-26T22:35:35.887803+00:00"
"-76.17","2025-02-26T22:35:35.888756+00:00","2025-02-26T22:35:35.970861+00:00","8450000520.0","-76.0","2025-02-26T22:35:35.970861+00:00","2025-02-26T22:35:36.027717+00:00"
"-76.17","2025-02-26T22:35:36.027717+00:00","2025-02-26T22:35:36.118403+00:00","8450000520.0","-76.0","2025-02-26T22:35:36.118403+00:00","2025-02-26T22:35:36.179071+00:00"
"-76.17","2025-02-26T22:35:36.179071+00:00","2025-02-26T22:35:36.271540+00:00","8450000520.0","-76.0","2025-02-26T22:35:36.271540+00:00","2025-02-26T22:35:36.329910+00:00"
"-76.17","2025-02-26T22:35:36.329910+00:00","2025-02-26T22:35:36.423680+00:00","8450000520.0","-76.0","2025-02-26T22:35:36.423807+00:00","2025-02-26T22:35:36.482079+00:00"
"-76.17","2025-02-26T22:35:36.482079+00:00","2025-02-26T22:35:36.573042+00:00","8450000520.0","-76.0","2025-02-26T22:35:36.573042+00:00","2025-02-26T22:35:36.642689+00:00"
"-76.17","2025-02-26T22:35:36.642689+00:00","2025-02-26T22:35:36.739604+00:00","8450000520.0","-76.0","2025-02-26T22:35:36.739604+00:00","2025-02-26T22:35:36.798007+00:00"
"-76.17","2025-02-26T22:35:36.798567+00:00","2025-02-26T22:35:36.882988+00:00","8450000520.0","-76.0","2025-02-26T22:35:36.882988+00:00","2025-02-26T22:35:36.944711+00:00"
"-76.17","2025-02-26T22:35:36.944989+00:00","2025-02-26T22:35:37.031872+00:00","8450000520.0","-76.0","2025-02-26T22:35:37.031872+00:00","2025-02-26T22:35:37.092565+00:00"
"-76.17","2025-02-26T22:35:37.092565+00:00","2025-02-26T22:35:37.184346+00:00","8450000520.0","-76.0","2025-02-26T22:35:37.184346+00:00","2025-02-26T22:35:37.243996+00:00"
"-76.17","2025-02-26T22:35:37.243996+00:00","2025-02-26T22:35:37.334696+00:00","8450000520.0","-76.0","2025-02-26T22:35:37.334696+00:00","2025-02-26T22:35:37.400920+00:00"
"-76.17","2025-02-26T22:35:37.400920+00:00","2025-02-26T22:35:37.483405+00:00","8450000520.0","-76.0","2025-02-26T22:35:37.483405+00:00","2025-02-26T22:35:37.543690+00:00"
"-76.17","2025-02-26T22:35:37.543690+00:00","2025-02-26T22:35:37.634076+00:00","8450000520.0","-76.0","2025-02-26T22:35:37.634076+00:00","2025-02-26T22:35:37.694588+00:00"
"-76.17","2025-02-26T22:35:37.694588+00:00","2025-02-26T22:35:37.784892+00:00","8450000520.0","-76.0","2025-02-26T22:35:37.784892+00:00","2025-02-26T22:35:37.845600+00:00"
"-76.17","2025-02-26T22:35:37.845600+00:00","2025-02-26T22:35:37.938091+00:00","8450000520.0","-76.0","2025-02-26T22:35:37.938091+00:00","2025-02-26T22:35:37.993427+00:00"
"-76.17","2025-02-26T22:35:37.993427+00:00","2025-02-26T22:35:38.083208+00:00","8450000520.0","-76.0","2025-02-26T22:35:38.083208+00:00","2025-02-26T22:35:38.143025+00:00"
"-76.17","2025-02-26T22:35:38.144146+00:00","2025-02-26T22:35:38.237493+00:00","8450000520.0","-76.0","2025-02-26T22:35:38.237493+00:00","2025-02-26T22:35:38.297959+00:00"
"-76.17","2025-02-26T22:35:38.297959+00:00","2025-02-26T22:35:38.390930+00:00","8450000520.0","-76.0","2025-02-26T22:35:38.390930+00:00","2025-02-26T22:35:38.446975+00:00"
"-76.17","2025-02-26T22:35:38.446975+00:00","2025-02-26T22:35:38.538050+00:00","8450000520.0","-76.0","2025-02-26T22:35:38.538050+00:00","2025-02-26T22:35:38.598100+00:00"
"-76.17","2025-02-26T22:35:38.598100+00:00","2025-02-26T22:35:38.688619+00:00","8450000520.0","-76.0","2025-02-26T22:35:38.688619+00:00","2025-02-26T22:35:38.758727+00:00"
"-76.17","2025-02-26T22:35:38.758727+00:00","2025-02-26T22:35:38.849329+00:00","8450000520.0","-76.0","2025-02-26T22:35:38.849329+00:00","2025-02-26T22:35:38.905550+00:00"
"-76.17","2025-02-26T22:35:38.905550+00:00","2025-02-26T22:35:38.995453+00:00","8450000520.0","-76.0","2025-02-26T22:35:38.995453+00:00","2025-02-26T22:35:39.054402+00:00"
"-76.17","2025-02-26T22:35:39.054402+00:00","2025-02-26T22:35:39.137594+00:00","8450000520.0","-76.0","2025-02-26T22:35:39.137594+00:00","2025-02-26T22:35:39.197286+00:00"
"-76.17","2025-02-26T22:35:39.197286+00:00","2025-02-26T22:35:39.285979+00:00","8450000520.0","-76.0","2025-02-26T22:35:39.285979+00:00","2025-02-26T22:35:39.345297+00:00"
"-76.17","2025-02-26T22:35:39.345297+00:00","2025-02-26T22:35:39.432167+00:00","8450000520.0","-76.0","2025-02-26T22:35:39.432167+00:00","2025-02-26T22:35:39.485339+00:00"
"-76.17","2025-02-26T22:35:39.485339+00:00","2025-02-26T22:35:39.581464+00:00","8450000520.0","-76.0","2025-02-26T22:35:39.581464+00:00","2025-02-26T22:35:39.643011+00:00"
"-76.17","2025-02-26T22:35:39.643011+00:00","2025-02-26T22:35:39.743759+00:00","8450000520.0","-76.0","2025-02-26T22:35:39.743759+00:00","2025-02-26T22:35:39.804220+00:00"
"-76.17","2025-02-26T22:35:39.804220+00:00","2025-02-26T22:35:39.894539+00:00","8450000520.0","-76.0","2025-02-26T22:35:39.894539+00:00","2025-02-26T22:35:39.948730+00:00"
"-76.17","2025-02-26T22:35:39.948730+00:00","2025-02-26T22:35:40.038572+00:00","8450000520.0","-76.0","2025-02-26T22:35:40.038572+00:00","2025-02-26T22:35:40.100942+00:00"
"-76.17","2025-02-26T22:35:40.100942+00:00","2025-02-26T22:35:40.187067+00:00","8450000520.0","-76.0","2025-02-26T22:35:40.187067+00:00","2025-02-26T22:35:40.246374+00:00"
"-76.17","2025-02-26T22:35:40.246374+00:00","2025-02-26T22:35:40.331356+00:00","8450000520.0","-76.0","2025-02-26T22:35:40.331356+00:00","2025-02-26T22:35:40.395992+00:00"
"-76.17","2025-02-26T22:35:40.395992+00:00","2025-02-26T22:35:40.479150+00:00","8450000520.0","-76.0","2025-02-26T22:35:40.479150+00:00","2025-02-26T22:35:40.556009+00:00"
"-76.17","2025-02-26T22:35:40.556009+00:00","2025-02-26T22:35:40.647861+00:00","8450000520.0","-76.0","2025-02-26T22:35:40.647861+00:00","2025-02-26T22:35:40.708523+00:00"
"-76.17","2025-02-26T22:35:40.708523+00:00","2025-02-26T22:35:40.798759+00:00","8450000520.0","-76.0","2025-02-26T22:35:40.798759+00:00","2025-02-26T22:35:40.859390+00:00"
"-76.17","2025-02-26T22:35:40.859390+00:00","2025-02-26T22:35:40.954905+00:00","8450000520.0","-76.0","2025-02-26T22:35:40.954905+00:00","2025-02-26T22:35:41.018933+00:00"
"-76.17","2025-02-26T22:35:41.018933+00:00","2025-02-26T22:35:41.115921+00:00","8450000520.0","-76.0","2025-02-26T22:35:41.115921+00:00","2025-02-26T22:35:41.176430+00:00"
"-76.17","2025-02-26T22:35:41.177741+00:00","2025-02-26T22:35:41.257054+00:00","8450000520.0","-76.0","2025-02-26T22:35:41.257054+00:00","2025-02-26T22:35:41.317153+00:00"
"-76.17","2025-02-26T22:35:41.317153+00:00","2025-02-26T22:35:41.408166+00:00","8450000520.0","-76.0","2025-02-26T22:35:41.408166+00:00","2025-02-26T22:35:41.469041+00:00"
"-76.17","2025-02-26T22:35:41.470022+00:00","2025-02-26T22:35:41.562093+00:00","8450000520.0","-76.0","2025-02-26T22:35:41.562093+00:00","2025-02-26T22:35:41.626138+00:00"
"-76.17","2025-02-26T22:35:41.626138+00:00","2025-02-26T22:35:41.715850+00:00","8450000520.0","-76.0","2025-02-26T22:35:41.715850+00:00","2025-02-26T22:35:41.780979+00:00"
"-76.17","2025-02-26T22:35:41.780979+00:00","2025-02-26T22:35:41.866415+00:00","8450000520.0","-76.0","2025-02-26T22:35:41.866415+00:00","2025-02-26T22:35:41.929676+00:00"
"-76.17","2025-02-26T22:35:41.930601+00:00","2025-02-26T22:35:42.008606+00:00","8450000520.0","-76.0","2025-02-26T22:35:42.008606+00:00","2025-02-26T22:35:42.068703+00:00"
"-76.17","2025-02-26T22:35:42.068703+00:00","2025-02-26T22:35:42.169309+00:00","8450000520.0","-76.0","2025-02-26T22:35:42.169309+00:00","2025-02-26T22:35:42.236521+00:00"
"-76.17","2025-02-26T22:35:42.236521+00:00","2025-02-26T22:35:42.338922+00:00","8450000520.0","-76.0","2025-02-26T22:35:42.338922+00:00","2025-02-26T22:35:42.399918+00:00"
"-76.17","2025-02-26T22:35:42.400842+00:00","2025-02-26T22:35:42.487538+00:00","8450000520.0","-76.0","2025-02-26T22:35:42.487538+00:00","2025-02-26T22:35:42.548136+00:00"
"-76.17","2025-02-26T22:35:42.549566+00:00","2025-02-26T22:35:42.635857+00:00","8450000520.0","-76.0","2025-02-26T22:35:42.635857+00:00","2025-02-26T22:35:42.700763+00:00"
"-76.17","2025-02-26T22:35:42.700763+00:00","2025-02-26T22:35:42.789065+00:00","8450000520.0","-76.0","2025-02-26T22:35:42.789065+00:00","2025-02-26T22:35:42.848347+00:00"
"-76.17","2025-02-26T22:35:42.848347+00:00","2025-02-26T22:35:42.941514+00:00","8450000520.0","-76.0","2025-02-26T22:35:42.941514+00:00","2025-02-26T22:35:43.005216+00:00"
"-76.17","2025-02-26T22:35:43.005216+00:00","2025-02-26T22:35:43.096164+00:00","8450000520.0","-76.0","2025-02-26T22:35:43.096164+00:00","2025-02-26T22:35:43.156735+00:00"
"-76.17","2025-02-26T22:35:43.156735+00:00","2025-02-26T22:35:43.253302+00:00","8450000520.0","-76.0","2025-02-26T22:35:43.253302+00:00","2025-02-26T22:35:43.312200+00:00"
"-76.17","2025-02-26T22:35:43.312772+00:00","2025-02-26T22:35:43.399521+00:00","8450000520.0","-76.0","2025-02-26T22:35:43.399521+00:00","2025-02-26T22:35:43.452234+00:00"
"-76.17","2025-02-26T22:35:43.452234+00:00","2025-02-26T22:35:43.553101+00:00","8450000520.0","-76.0","2025-02-26T22:35:43.553101+00:00","2025-02-26T22:35:43.613577+00:00"
"-76.17","2025-02-26T22:35:43.613577+00:00","2025-02-26T22:35:43.704648+00:00","8450000520.0","-76.0","2025-02-26T22:35:43.704648+00:00","2025-02-26T22:35:43.773351+00:00"
"-76.17","2025-02-26T22:35:43.777789+00:00","2025-02-26T22:35:43.858259+00:00","8450000520.0","-76.0","2025-02-26T22:35:43.858259+00:00","2025-02-26T22:35:43.925643+00:00"
"-76.17","2025-02-26T22:35:43.925643+00:00","2025-02-26T22:35:44.011098+00:00","8450000520.0","-76.0","2025-02-26T22:35:44.011098+00:00","2025-02-26T22:35:44.071464+00:00"
"-76.17","2025-02-26T22:35:44.071464+00:00","2025-02-26T22:35:44.162239+00:00","8450000520.0","-76.0","2025-02-26T22:35:44.162239+00:00","2025-02-26T22:35:44.222672+00:00"
"-76.17","2025-02-26T22:35:44.222672+00:00","2025-02-26T22:35:44.317300+00:00","8450000520.0","-76.0","2025-02-26T22:35:44.317300+00:00","2025-02-26T22:35:44.380475+00:00"
"-76.17","2025-02-26T22:35:44.380475+00:00","2025-02-26T22:35:44.468995+00:00","8450000520.0","-76.0","2025-02-26T22:35:44.468995+00:00","2025-02-26T22:35:44.527387+00:00"
"-76.17","2025-02-26T22:35:44.527387+00:00","2025-02-26T22:35:44.606484+00:00","8450000520.0","-76.0","2025-02-26T22:35:44.606484+00:00","2025-02-26T22:35:44.676477+00:00"
"-76.17","2025-02-26T22:35:44.676477+00:00","2025-02-26T22:35:44.766706+00:00","8450000520.0","-76.0","2025-02-26T22:35:44.766706+00:00","2025-02-26T22:35:44.827263+00:00"
"-76.17","2025-02-26T22:35:44.837251+00:00","2025-02-26T22:35:44.923601+00:00","8450000520.0","-76.0","2025-02-26T22:35:44.923601+00:00","2025-02-26T22:35:44.984913+00:00"
"-76.17","2025-02-26T22:35:44.984913+00:00","2025-02-26T22:35:45.070983+00:00","8450000520.0","-76.0","2025-02-26T22:35:45.070983+00:00","2025-02-26T22:35:45.130077+00:00"
"-76.17","2025-02-26T22:35:45.130077+00:00","2025-02-26T22:35:45.219198+00:00","8450000520.0","-76.0","2025-02-26T22:35:45.219198+00:00","2025-02-26T22:35:45.279215+00:00"
"-76.17","2025-02-26T22:35:45.279215+00:00","2025-02-26T22:35:45.371339+00:00","8450000520.0","-76.0","2025-02-26T22:35:45.371339+00:00","2025-02-26T22:35:45.432318+00:00"
"-76.17","2025-02-26T22:35:45.432826+00:00","2025-02-26T22:35:45.510983+00:00","8450000520.0","-76.0","2025-02-26T22:35:45.510983+00:00","2025-02-26T22:35:45.571531+00:00"
"-76.17","2025-02-26T22:35:45.581393+00:00","2025-02-26T22:35:45.662108+00:00","8450000520.0","-76.0","2025-02-26T22:35:45.662108+00:00","2025-02-26T22:35:45.722750+00:00"
"-76.17","2025-02-26T22:35:45.722750+00:00","2025-02-26T22:35:45.823390+00:00","8450000520.0","-76.0","2025-02-26T22:35:45.823390+00:00","2025-02-26T22:35:45.883723+00:00"
"-76.17","2025-02-26T22:35:45.888731+00:00","2025-02-26T22:35:45.974521+00:00","8450000520.0","-76.0","2025-02-26T22:35:45.974521+00:00","2025-02-26T22:35:46.035259+00:00"
"-76.17","2025-02-26T22:35:46.035259+00:00","2025-02-26T22:35:46.121496+00:00","8450000520.0","-76.0","2025-02-26T22:35:46.121496+00:00","2025-02-26T22:35:46.189523+00:00"
"-76.17","2025-02-26T22:35:46.189523+00:00","2025-02-26T22:35:46.269986+00:00","8450000520.0","-76.0","2025-02-26T22:35:46.269986+00:00","2025-02-26T22:35:46.332986+00:00"
"-76.17","2025-02-26T22:35:46.332986+00:00","2025-02-26T22:35:46.427557+00:00","8450000520.0","-76.0","2025-02-26T22:35:46.427557+00:00","2025-02-26T22:35:46.490309+00:00"
