"center_frequency_amplitude","center_frequency_amplitude_timestamp_before","center_frequency_amplitude_timestamp_after","peak_frequency","peak_amplitude","peak_timestamp_before","peak_timestamp_after"
"-71.33","2025-02-26T22:34:30.823805+00:00","2025-02-26T22:34:30.915055+00:00","8450000520.0","-71.17","2025-02-26T22:34:30.915055+00:00","2025-02-26T22:34:30.981023+00:00"
"-71.33","2025-02-26T22:34:30.981023+00:00","2025-02-26T22:34:31.071742+00:00","8450000520.0","-71.17","2025-02-26T22:34:31.071742+00:00","2025-02-26T22:34:31.143519+00:00"
"-71.33","2025-02-26T22:34:31.143519+00:00","2025-02-26T22:34:31.233378+00:00","8450000520.0","-71.17","2025-02-26T22:34:31.233378+00:00","2025-02-26T22:34:31.294300+00:00"
"-71.33","2025-02-26T22:34:31.294300+00:00","2025-02-26T22:34:31.396208+00:00","8450000520.0","-71.17","2025-02-26T22:34:31.396208+00:00","2025-02-26T22:34:31.461552+00:00"
"-71.33","2025-02-26T22:34:31.461552+00:00","2025-02-26T22:34:31.559009+00:00","8450000520.0","-71.17","2025-02-26T22:34:31.559009+00:00","2025-02-26T22:34:31.621633+00:00"
"-71.33","2025-02-26T22:34:31.621633+00:00","2025-02-26T22:34:31.705533+00:00","8450000520.0","-71.17","2025-02-26T22:34:31.705533+00:00","2025-02-26T22:34:31.765234+00:00"
"-71.33","2025-02-26T22:34:31.765234+00:00","2025-02-26T22:34:31.866096+00:00","8450000520.0","-71.17","2025-02-26T22:34:31.866096+00:00","2025-02-26T22:34:31.933725+00:00"
"-71.33","2025-02-26T22:34:31.934690+00:00","2025-02-26T22:34:32.016328+00:00","8450000520.0","-71.17","2025-02-26T22:34:32.016328+00:00","2025-02-26T22:34:32.086596+00:00"
"-71.33","2025-02-26T22:34:32.086596+00:00","2025-02-26T22:34:32.196661+00:00","8450000520.0","-71.17","2025-02-26T22:34:32.196661+00:00","2025-02-26T22:34:32.266188+00:00"
"-71.33","2025-02-26T22:34:32.266188+00:00","2025-02-26T22:34:32.351128+00:00","8450000520.0","-71.17","2025-02-26T22:34:32.351128+00:00","2025-02-26T22:34:32.416636+00:00"
"-71.33","2025-02-26T22:34:32.416636+00:00","2025-02-26T22:34:32.506426+00:00","8450000520.0","-71.17","2025-02-26T22:34:32.506426+00:00","2025-02-26T22:34:32.567394+00:00"
"-71.33","2025-02-26T22:34:32.568407+00:00","2025-02-26T22:34:32.649081+00:00","8450000520.0","-71.17","2025-02-26T22:34:32.649081+00:00","2025-02-26T22:34:32.709206+00:00"
"-71.33","2025-02-26T22:34:32.709206+00:00","2025-02-26T22:34:32.803471+00:00","8450000520.0","-71.17","2025-02-26T22:34:32.803471+00:00","2025-02-26T22:34:32.854717+00:00"
"-71.33","2025-02-26T22:34:32.864736+00:00","2025-02-26T22:34:32.955707+00:00","8450000520.0","-71.17","2025-02-26T22:34:32.955707+00:00","2025-02-26T22:34:33.015866+00:00"
"-71.33","2025-02-26T22:34:33.015866+00:00","2025-02-26T22:34:33.106947+00:00","8450000520.0","-71.17","2025-02-26T22:34:33.106947+00:00","2025-02-26T22:34:33.168180+00:00"
"-71.33","2025-02-26T22:34:33.168180+00:00","2025-02-26T22:34:33.258897+00:00","8450000520.0","-71.17","2025-02-26T22:34:33.258897+00:00","2025-02-26T22:34:33.326021+00:00"
"-71.33","2025-02-26T22:34:33.326654+00:00","2025-02-26T22:34:33.413339+00:00","8450000520.0","-71.17","2025-02-26T22:34:33.413339+00:00","2025-02-26T22:34:33.478856+00:00"
"-71.33","2025-02-26T22:34:33.478856+00:00","2025-02-26T22:34:33.569185+00:00","8450000520.0","-71.17","2025-02-26T22:34:33.569185+00:00","2025-02-26T22:34:33.628579+00:00"
"-71.33","2025-02-26T22:34:33.628579+00:00","2025-02-26T22:34:33.725861+00:00","8450000520.0","-71.17","2025-02-26T22:34:33.725861+00:00","2025-02-26T22:34:33.785726+00:00"
"-71.33","2025-02-26T22:34:33.786830+00:00","2025-02-26T22:34:33.877000+00:00","8450000520.0","-71.17","2025-02-26T22:34:33.877000+00:00","2025-02-26T22:34:33.957523+00:00"
"-71.33","2025-02-26T22:34:33.967527+00:00","2025-02-26T22:34:34.049418+00:00","8450000520.0","-71.17","2025-02-26T22:34:34.049418+00:00","2025-02-26T22:34:34.107393+00:00"
"-71.33","2025-02-26T22:34:34.107393+00:00","2025-02-26T22:34:34.208564+00:00","8450000520.0","-71.17","2025-02-26T22:34:34.208564+00:00","2025-02-26T22:34:34.269116+00:00"
"-71.33","2025-02-26T22:34:34.269116+00:00","2025-02-26T22:34:34.362628+00:00","8450000520.0","-71.17","2025-02-26T22:34:34.362628+00:00","2025-02-26T22:34:34.423511+00:00"
"-71.33","2025-02-26T22:34:34.423511+00:00","2025-02-26T22:34:34.516478+00:00","8450000520.0","-71.17","2025-02-26T22:34:34.516478+00:00","2025-02-26T22:34:34.586658+00:00"
"-71.33","2025-02-26T22:34:34.586658+00:00","2025-02-26T22:34:34.675872+00:00","8450000520.0","-71.17","2025-02-26T22:34:34.675872+00:00","2025-02-26T22:34:34.735799+00:00"
"-71.33","2025-02-26T22:34:34.735799+00:00","2025-02-26T22:34:34.826289+00:00","8450000520.0","-71.17","2025-02-26T22:34:34.826289+00:00","2025-02-26T22:34:34.888518+00:00"
"-71.33","2025-02-26T22:34:34.888518+00:00","2025-02-26T22:34:34.976627+00:00","8450000520.0","-71.17","2025-02-26T22:34:34.976627+00:00","2025-02-26T22:34:35.032143+00:00"
"-71.33","2025-02-26T22:34:35.032143+00:00","2025-02-26T22:34:35.123647+00:00","8450000520.0","-71.17","2025-02-26T22:34:35.123647+00:00","2025-02-26T22:34:35.184631+00:00"
"-71.33","2025-02-26T22:34:35.185649+00:00","2025-02-26T22:34:35.269648+00:00","8450000520.0","-71.17","2025-02-26T22:34:35.269648+00:00","2025-02-26T22:34:35.339714+00:00"
"-71.33","2025-02-26T22:34:35.339714+00:00","2025-02-26T22:34:35.440648+00:00","8450000520.0","-71.17","2025-02-26T22:34:35.440648+00:00","2025-02-26T22:34:35.502180+00:00"
"-71.33","2025-02-26T22:34:35.502180+00:00","2025-02-26T22:34:35.593356+00:00","8450000520.0","-71.17","2025-02-26T22:34:35.593356+00:00","2025-02-26T22:34:35.659241+00:00"
"-71.33","2025-02-26T22:34:35.659241+00:00","2025-02-26T22:34:35.753105+00:00","8450000520.0","-71.17","2025-02-26T22:34:35.753105+00:00","2025-02-26T22:34:35.812272+00:00"
"-71.33","2025-02-26T22:34:35.812272+00:00","2025-02-26T22:34:35.905906+00:00","8450000520.0","-71.17","2025-02-26T22:34:35.905906+00:00","2025-02-26T22:34:35.963870+00:00"
"-71.33","2025-02-26T22:34:35.963870+00:00","2025-02-26T22:34:36.054720+00:00","8450000520.0","-71.17","2025-02-26T22:34:36.054720+00:00","2025-02-26T22:34:36.114655+00:00"
"-71.33","2025-02-26T22:34:36.114655+00:00","2025-02-26T22:34:36.204370+00:00","8450000520.0","-71.17","2025-02-26T22:34:36.204370+00:00","2025-02-26T22:34:36.264519+00:00"
"-71.33","2025-02-26T22:34:36.264519+00:00","2025-02-26T22:34:36.349958+00:00","8450000520.0","-71.17","2025-02-26T22:34:36.349958+00:00","2025-02-26T22:34:36.415617+00:00"
"-71.33","2025-02-26T22:34:36.416303+00:00","2025-02-26T22:34:36.504469+00:00","8450000520.0","-71.17","2025-02-26T22:34:36.504469+00:00","2025-02-26T22:34:36.567044+00:00"
"-80.33","2025-02-26T22:34:36.567044+00:00","2025-02-26T22:34:36.657926+00:00","8450000520.0","-80.17","2025-02-26T22:34:36.657926+00:00","2025-02-26T22:34:36.718013+00:00"
"-80.33","2025-02-26T22:34:36.718013+00:00","2025-02-26T22:34:36.809191+00:00","8450000520.0","-80.17","2025-02-26T22:34:36.809191+00:00","2025-02-26T22:34:36.868283+00:00"
"-80.33","2025-02-26T22:34:36.868283+00:00","2025-02-26T22:34:36.969116+00:00","8450000520.0","-80.17","2025-02-26T22:34:36.969116+00:00","2025-02-26T22:34:37.029631+00:00"
"-80.33","2025-02-26T22:34:37.030636+00:00","2025-02-26T22:34:37.110479+00:00","8450000520.0","-80.17","2025-02-26T22:34:37.110479+00:00","2025-02-26T22:34:37.171630+00:00"
"-80.33","2025-02-26T22:34:37.171630+00:00","2025-02-26T22:34:37.266006+00:00","8450000520.0","-80.17","2025-02-26T22:34:37.266006+00:00","2025-02-26T22:34:37.320442+00:00"
"-80.33","2025-02-26T22:34:37.320442+00:00","2025-02-26T22:34:37.416567+00:00","8450000520.0","-80.17","2025-02-26T22:34:37.416567+00:00","2025-02-26T22:34:37.474713+00:00"
"-80.33","2025-02-26T22:34:37.474713+00:00","2025-02-26T22:34:37.563799+00:00","8450000520.0","-80.17","2025-02-26T22:34:37.563799+00:00","2025-02-26T22:34:37.625734+00:00"
"-80.33","2025-02-26T22:34:37.625734+00:00","2025-02-26T22:34:37.716512+00:00","8450000520.0","-80.17","2025-02-26T22:34:37.716512+00:00","2025-02-26T22:34:37.776644+00:00"
"-80.33","2025-02-26T22:34:37.776644+00:00","2025-02-26T22:34:37.867212+00:00","8450000520.0","-80.17","2025-02-26T22:34:37.867212+00:00","2025-02-26T22:34:37.938683+00:00"
"-80.33","2025-02-26T22:34:37.938683+00:00","2025-02-26T22:34:38.029411+00:00","8450000520.0","-80.17","2025-02-26T22:34:38.029411+00:00","2025-02-26T22:34:38.097016+00:00"
"-80.33","2025-02-26T22:34:38.098024+00:00","2025-02-26T22:34:38.181043+00:00","8450000520.0","-80.17","2025-02-26T22:34:38.181043+00:00","2025-02-26T22:34:38.241530+00:00"
"-80.33","2025-02-26T22:34:38.241530+00:00","2025-02-26T22:34:38.342417+00:00","8450000520.0","-80.17","2025-02-26T22:34:38.342417+00:00","2025-02-26T22:34:38.402877+00:00"
"-80.33","2025-02-26T22:34:38.402877+00:00","2025-02-26T22:34:38.493815+00:00","8450000520.0","-80.17","2025-02-26T22:34:38.493815+00:00","2025-02-26T22:34:38.554496+00:00"
"-80.33","2025-02-26T22:34:38.554496+00:00","2025-02-26T22:34:38.643641+00:00","8450000520.0","-80.17","2025-02-26T22:34:38.643641+00:00","2025-02-26T22:34:38.712870+00:00"
"-80.33","2025-02-26T22:34:38.712870+00:00","2025-02-26T22:34:38.803742+00:00","8450000520.0","-80.17","2025-02-26T22:34:38.803742+00:00","2025-02-26T22:34:38.864214+00:00"
"-80.33","2025-02-26T22:34:38.864214+00:00","2025-02-26T22:34:38.971398+00:00","8450000520.0","-80.17","2025-02-26T22:34:38.971398+00:00","2025-02-26T22:34:39.029010+00:00"
"-80.33","2025-02-26T22:34:39.029010+00:00","2025-02-26T22:34:39.120525+00:00","8450000520.0","-80.17","2025-02-26T22:34:39.120525+00:00","2025-02-26T22:34:39.186175+00:00"
"-80.33","2025-02-26T22:34:39.186175+00:00","2025-02-26T22:34:39.276778+00:00","8450000520.0","-80.17","2025-02-26T22:34:39.276778+00:00","2025-02-26T22:34:39.337373+00:00"
"-80.33","2025-02-26T22:34:39.337373+00:00","2025-02-26T22:34:39.433027+00:00","8450000520.0","-80.17","2025-02-26T22:34:39.433027+00:00","2025-02-26T22:34:39.489625+00:00"
"-80.33","2025-02-26T22:34:39.489625+00:00","2025-02-26T22:34:39.585671+00:00","8450000520.0","-80.17","2025-02-26T22:34:39.585671+00:00","2025-02-26T22:34:39.647204+00:00"
"-80.33","2025-02-26T22:34:39.647204+00:00","2025-02-26T22:34:39.727183+00:00","8450000520.0","-80.17","2025-02-26T22:34:39.727183+00:00","2025-02-26T22:34:39.800662+00:00"
"-80.33","2025-02-26T22:34:39.800662+00:00","2025-02-26T22:34:39.895625+00:00","8450000520.0","-80.17","2025-02-26T22:34:39.895625+00:00","2025-02-26T22:34:39.959038+00:00"
"-80.33","2025-02-26T22:34:39.959038+00:00","2025-02-26T22:34:40.044648+00:00","8450000520.0","-80.17","2025-02-26T22:34:40.044648+00:00","2025-02-26T22:34:40.104958+00:00"
"-80.33","2025-02-26T22:34:40.104958+00:00","2025-02-26T22:34:40.202421+00:00","8450000520.0","-80.17","2025-02-26T22:34:40.202421+00:00","2025-02-26T22:34:40.268709+00:00"
"-80.33","2025-02-26T22:34:40.268709+00:00","2025-02-26T22:34:40.359256+00:00","8450000520.0","-80.17","2025-02-26T22:34:40.359256+00:00","2025-02-26T22:34:40.421591+00:00"
"-80.33","2025-02-26T22:34:40.422528+00:00","2025-02-26T22:34:40.503712+00:00","8450000520.0","-80.17","2025-02-26T22:34:40.503712+00:00","2025-02-26T22:34:40.563110+00:00"
"-80.33","2025-02-26T22:34:40.563110+00:00","2025-02-26T22:34:40.663391+00:00","8450000520.0","-80.17","2025-02-26T22:34:40.663391+00:00","2025-02-26T22:34:40.720636+00:00"
"-80.33","2025-02-26T22:34:40.720636+00:00","2025-02-26T22:34:40.816424+00:00","8450000520.0","-80.17","2025-02-26T22:34:40.816424+00:00","2025-02-26T22:34:40.878915+00:00"
"-80.33","2025-02-26T22:34:40.878915+00:00","2025-02-26T22:34:40.971394+00:00","8450000520.0","-80.17","2025-02-26T22:34:40.971394+00:00","2025-02-26T22:34:41.022624+00:00"
"-80.33","2025-02-26T22:34:41.022624+00:00","2025-02-26T22:34:41.117592+00:00","8450000520.0","-80.17","2025-02-26T22:34:41.117592+00:00","2025-02-26T22:34:41.171443+00:00"
"-80.33","2025-02-26T22:34:41.171443+00:00","2025-02-26T22:34:41.266419+00:00","8450000520.0","-80.17","2025-02-26T22:34:41.266419+00:00","2025-02-26T22:34:41.330799+00:00"
"-80.33","2025-02-26T22:34:41.330799+00:00","2025-02-26T22:34:41.424698+00:00","8450000520.0","-80.17","2025-02-26T22:34:41.424698+00:00","2025-02-26T22:34:41.489584+00:00"
"-80.33","2025-02-26T22:34:41.489584+00:00","2025-02-26T22:34:41.583248+00:00","8450000520.0","-80.17","2025-02-26T22:34:41.583248+00:00","2025-02-26T22:34:41.641246+00:00"
"-80.33","2025-02-26T22:34:41.641246+00:00","2025-02-26T22:34:41.731031+00:00","8450000520.0","-80.17","2025-02-26T22:34:41.731031+00:00","2025-02-26T22:34:41.794810+00:00"
"-80.33","2025-02-26T22:34:41.794810+00:00","2025-02-26T22:34:41.882575+00:00","8450000520.0","-80.17","2025-02-26T22:34:41.882575+00:00","2025-02-26T22:34:41.942865+00:00"
"-80.33","2025-02-26T22:34:41.942865+00:00","2025-02-26T22:34:42.031651+00:00","8450000520.0","-80.17","2025-02-26T22:34:42.031651+00:00","2025-02-26T22:34:42.081861+00:00"
"-80.33","2025-02-26T22:34:42.091815+00:00","2025-02-26T22:34:42.177648+00:00","8450000520.0","-80.17","2025-02-26T22:34:42.177648+00:00","2025-02-26T22:34:42.236528+00:00"
"-80.33","2025-02-26T22:34:42.236528+00:00","2025-02-26T22:34:42.334563+00:00","8450000520.0","-80.17","2025-02-26T22:34:42.334563+00:00","2025-02-26T22:34:42.404136+00:00"
"-80.33","2025-02-26T22:34:42.404136+00:00","2025-02-26T22:34:42.492080+00:00","8450000520.0","-80.17","2025-02-26T22:34:42.492080+00:00","2025-02-26T22:34:42.552321+00:00"
"-80.33","2025-02-26T22:34:42.552321+00:00","2025-02-26T22:34:42.643277+00:00","8450000520.0","-80.17","2025-02-26T22:34:42.643277+00:00","2025-02-26T22:34:42.704067+00:00"
"-80.33","2025-02-26T22:34:42.704067+00:00","2025-02-26T22:34:42.794818+00:00","8450000520.0","-80.17","2025-02-26T22:34:42.794818+00:00","2025-02-26T22:34:42.858998+00:00"
"-80.33","2025-02-26T22:34:42.858998+00:00","2025-02-26T22:34:42.952466+00:00","8450000520.0","-80.17","2025-02-26T22:34:42.952466+00:00","2025-02-26T22:34:43.013311+00:00"
"-80.33","2025-02-26T22:34:43.013311+00:00","2025-02-26T22:34:43.108859+00:00","8450000520.0","-80.17","2025-02-26T22:34:43.108859+00:00","2025-02-26T22:34:43.168036+00:00"
"-80.33","2025-02-26T22:34:43.168036+00:00","2025-02-26T22:34:43.258401+00:00","8450000520.0","-80.17","2025-02-26T22:34:43.258401+00:00","2025-02-26T22:34:43.324293+00:00"
"-80.33","2025-02-26T22:34:43.324293+00:00","2025-02-26T22:34:43.403502+00:00","8450000520.0","-80.17","2025-02-26T22:34:43.403502+00:00","2025-02-26T22:34:43.473331+00:00"
"-80.33","2025-02-26T22:34:43.473331+00:00","2025-02-26T22:34:43.569066+00:00","8450000520.0","-80.17","2025-02-26T22:34:43.569066+00:00","2025-02-26T22:34:43.624449+00:00"
"-80.33","2025-02-26T22:34:43.624449+00:00","2025-02-26T22:34:43.725239+00:00","8450000520.0","-80.17","2025-02-26T22:34:43.725239+00:00","2025-02-26T22:34:43.785840+00:00"
"-80.33","2025-02-26T22:34:43.785840+00:00","2025-02-26T22:34:43.876579+00:00","8450000520.0","-80.17","2025-02-26T22:34:43.876579+00:00","2025-02-26T22:34:43.937577+00:00"
"-80.33","2025-02-26T22:34:43.937577+00:00","2025-02-26T22:34:44.028196+00:00","8450000520.0","-80.17","2025-02-26T22:34:44.028196+00:00","2025-02-26T22:34:44.088828+00:00"
"-80.33","2025-02-26T22:34:44.088828+00:00","2025-02-26T22:34:44.179654+00:00","8450000520.0","-80.17","2025-02-26T22:34:44.179654+00:00","2025-02-26T22:34:44.237770+00:00"
"-80.33","2025-02-26T22:34:44.237770+00:00","2025-02-26T22:34:44.341231+00:00","8450000520.0","-80.17","2025-02-26T22:34:44.341231+00:00","2025-02-26T22:34:44.405511+00:00"
"-80.33","2025-02-26T22:34:44.406613+00:00","2025-02-26T22:34:44.494294+00:00","8450000520.0","-80.17","2025-02-26T22:34:44.494294+00:00","2025-02-26T22:34:44.554127+00:00"
"-80.33","2025-02-26T22:34:44.554127+00:00","2025-02-26T22:34:44.654982+00:00","8450000520.0","-80.17","2025-02-26T22:34:44.654982+00:00","2025-02-26T22:34:44.725742+00:00"
"-80.33","2025-02-26T22:34:44.725742+00:00","2025-02-26T22:34:44.826554+00:00","8450000520.0","-80.17","2025-02-26T22:34:44.826554+00:00","2025-02-26T22:34:44.890121+00:00"
"-80.33","2025-02-26T22:34:44.890121+00:00","2025-02-26T22:34:44.978527+00:00","8450000520.0","-80.17","2025-02-26T22:34:44.978527+00:00","2025-02-26T22:34:45.042785+00:00"
"-80.33","2025-02-26T22:34:45.042785+00:00","2025-02-26T22:34:45.133234+00:00","8450000520.0","-80.17","2025-02-26T22:34:45.133234+00:00","2025-02-26T22:34:45.193909+00:00"
"-80.33","2025-02-26T22:34:45.193909+00:00","2025-02-26T22:34:45.284075+00:00","8450000520.0","-80.17","2025-02-26T22:34:45.284075+00:00","2025-02-26T22:34:45.351114+00:00"
"-80.33","2025-02-26T22:34:45.351664+00:00","2025-02-26T22:34:45.454749+00:00","8450000520.0","-80.17","2025-02-26T22:34:45.454749+00:00","2025-02-26T22:34:45.521019+00:00"
"-80.33","2025-02-26T22:34:45.521019+00:00","2025-02-26T22:34:45.609912+00:00","8450000520.0","-80.17","2025-02-26T22:34:45.609912+00:00","2025-02-26T22:34:45.682166+00:00"
"-80.33","2025-02-26T22:34:45.682166+00:00","2025-02-26T22:34:45.775158+00:00","8450000520.0","-80.17","2025-02-26T22:34:45.775158+00:00","2025-02-26T22:34:45.843036+00:00"
"-80.33","2025-02-26T22:34:45.843036+00:00","2025-02-26T22:34:45.929022+00:00","8450000520.0","-80.17","2025-02-26T22:34:45.929022+00:00","2025-02-26T22:34:45.989356+00:00"
"-80.33","2025-02-26T22:34:45.989356+00:00","2025-02-26T22:34:46.080535+00:00","8450000520.0","-80.17","2025-02-26T22:34:46.080535+00:00","2025-02-26T22:34:46.140958+00:00"
"-80.33","2025-02-26T22:34:46.140958+00:00","2025-02-26T22:34:46.231658+00:00","8450000520.0","-80.17","2025-02-26T22:34:46.231658+00:00","2025-02-26T22:34:46.292223+00:00"
"-80.33","2025-02-26T22:34:46.292223+00:00","2025-02-26T22:34:46.382613+00:00","8450000520.0","-80.17","2025-02-26T22:34:46.382613+00:00","2025-02-26T22:34:46.447394+00:00"
"-80.33","2025-02-26T22:34:46.447394+00:00","2025-02-26T22:34:46.531394+00:00","8450000520.0","-80.17","2025-02-26T22:34:46.531394+00:00","2025-02-26T22:34:46.595405+00:00"
"-80.33","2025-02-26T22:34:46.595405+00:00","2025-02-26T22:34:46.680895+00:00","8450000520.0","-80.17","2025-02-26T22:34:46.680895+00:00","2025-02-26T22:34:46.740926+00:00"
"-80.33","2025-02-26T22:34:46.740926+00:00","2025-02-26T22:34:46.838212+00:00","8450000520.0","-80.17","2025-02-26T22:34:46.838212+00:00","2025-02-26T22:34:46.899373+00:00"
"-80.33","2025-02-26T22:34:46.899373+00:00","2025-02-26T22:34:46.981913+00:00","8450000520.0","-80.17","2025-02-26T22:34:46.981913+00:00","2025-02-26T22:34:47.041977+00:00"
"-80.33","2025-02-26T22:34:47.041977+00:00","2025-02-26T22:34:47.137003+00:00","8450000520.0","-80.17","2025-02-26T22:34:47.137003+00:00","2025-02-26T22:34:47.197406+00:00"
"-80.33","2025-02-26T22:34:47.197406+00:00","2025-02-26T22:34:47.288271+00:00","8450000520.0","-80.17","2025-02-26T22:34:47.288271+00:00","2025-02-26T22:34:47.348219+00:00"
"-80.33","2025-02-26T22:34:47.348219+00:00","2025-02-26T22:34:47.445797+00:00","8450000520.0","-80.17","2025-02-26T22:34:47.445797+00:00","2025-02-26T22:34:47.507426+00:00"
"-80.33","2025-02-26T22:34:47.508047+00:00","2025-02-26T22:34:47.594113+00:00","8450000520.0","-80.17","2025-02-26T22:34:47.594113+00:00","2025-02-26T22:34:47.650850+00:00"
"-80.33","2025-02-26T22:34:47.650850+00:00","2025-02-26T22:34:47.740173+00:00","8450000520.0","-80.17","2025-02-26T22:34:47.740173+00:00","2025-02-26T22:34:47.798432+00:00"
"-80.33","2025-02-26T22:34:47.798432+00:00","2025-02-26T22:34:47.888678+00:00","8450000520.0","-80.17","2025-02-26T22:34:47.888678+00:00","2025-02-26T22:34:47.943319+00:00"
"-80.33","2025-02-26T22:34:47.943319+00:00","2025-02-26T22:34:48.035524+00:00","8450000520.0","-80.17","2025-02-26T22:34:48.035524+00:00","2025-02-26T22:34:48.096182+00:00"
"-80.33","2025-02-26T22:34:48.096182+00:00","2025-02-26T22:34:48.196421+00:00","8450000520.0","-80.17","2025-02-26T22:34:48.196421+00:00","2025-02-26T22:34:48.256864+00:00"
"-80.33","2025-02-26T22:34:48.256864+00:00","2025-02-26T22:34:48.347759+00:00","8450000520.0","-80.17","2025-02-26T22:34:48.347759+00:00","2025-02-26T22:34:48.402606+00:00"
"-80.33","2025-02-26T22:34:48.402606+00:00","2025-02-26T22:34:48.496538+00:00","8450000520.0","-80.17","2025-02-26T22:34:48.496538+00:00","2025-02-26T22:34:48.558080+00:00"
"-80.33","2025-02-26T22:34:48.558589+00:00","2025-02-26T22:34:48.660618+00:00","8450000520.0","-80.17","2025-02-26T22:34:48.660618+00:00","2025-02-26T22:34:48.720423+00:00"
"-80.33","2025-02-26T22:34:48.720423+00:00","2025-02-26T22:34:48.811362+00:00","8450000520.0","-80.17","2025-02-26T22:34:48.811362+00:00","2025-02-26T22:34:48.881460+00:00"
"-80.33","2025-02-26T22:34:48.881460+00:00","2025-02-26T22:34:48.968871+00:00","8450000520.0","-80.17","2025-02-26T22:34:48.968871+00:00","2025-02-26T22:34:49.034844+00:00"
"-80.33","2025-02-26T22:34:49.034844+00:00","2025-02-26T22:34:49.127378+00:00","8450000520.0","-80.17","2025-02-26T22:34:49.127378+00:00","2025-02-26T22:34:49.202519+00:00"
"-80.33","2025-02-26T22:34:49.202717+00:00","2025-02-26T22:34:49.294358+00:00","8450000520.0","-80.17","2025-02-26T22:34:49.294358+00:00","2025-02-26T22:34:49.354283+00:00"
"-80.33","2025-02-26T22:34:49.354283+00:00","2025-02-26T22:34:49.445303+00:00","8450000520.0","-80.17","2025-02-26T22:34:49.445303+00:00","2025-02-26T22:34:49.505946+00:00"
"-80.33","2025-02-26T22:34:49.505946+00:00","2025-02-26T22:34:49.596846+00:00","8450000520.0","-80.17","2025-02-26T22:34:49.596846+00:00","2025-02-26T22:34:49.661993+00:00"
"-80.33","2025-02-26T22:34:49.662540+00:00","2025-02-26T22:34:49.749316+00:00","8450000520.0","-80.17","2025-02-26T22:34:49.749316+00:00","2025-02-26T22:34:49.813516+00:00"
"-80.33","2025-02-26T22:34:49.813516+00:00","2025-02-26T22:34:49.905645+00:00","8450000520.0","-80.17","2025-02-26T22:34:49.905645+00:00","2025-02-26T22:34:49.956976+00:00"
"-80.33","2025-02-26T22:34:49.956976+00:00","2025-02-26T22:34:50.061496+00:00","8450000520.0","-80.17","2025-02-26T22:34:50.061496+00:00","2025-02-26T22:34:50.124773+00:00"
"-80.33","2025-02-26T22:34:50.125675+00:00","2025-02-26T22:34:50.207797+00:00","8450000520.0","-80.17","2025-02-26T22:34:50.207797+00:00","2025-02-26T22:34:50.273378+00:00"
"-80.33","2025-02-26T22:34:50.273788+00:00","2025-02-26T22:34:50.359927+00:00","8450000520.0","-77.83","2025-02-26T22:34:50.359927+00:00","2025-02-26T22:34:50.424481+00:00"
"-78.0","2025-02-26T22:34:50.425457+00:00","2025-02-26T22:34:50.510982+00:00","8450000520.0","-77.83","2025-02-26T22:34:50.510982+00:00","2025-02-26T22:34:50.571067+00:00"
"-78.0","2025-02-26T22:34:50.571067+00:00","2025-02-26T22:34:50.661732+00:00","8450000520.0","-77.83","2025-02-26T22:34:50.661732+00:00","2025-02-26T22:34:50.726029+00:00"
"-78.0","2025-02-26T22:34:50.726029+00:00","2025-02-26T22:34:50.814150+00:00","8450000520.0","-77.83","2025-02-26T22:34:50.814150+00:00","2025-02-26T22:34:50.871864+00:00"
"-78.0","2025-02-26T22:34:50.871864+00:00","2025-02-26T22:34:50.960216+00:00","8450000520.0","-77.83","2025-02-26T22:34:50.960216+00:00","2025-02-26T22:34:51.020617+00:00"
"-78.0","2025-02-26T22:34:51.020617+00:00","2025-02-26T22:34:51.111295+00:00","8450000520.0","-77.83","2025-02-26T22:34:51.111295+00:00","2025-02-26T22:34:51.181762+00:00"
"-78.0","2025-02-26T22:34:51.186366+00:00","2025-02-26T22:34:51.290323+00:00","8450000520.0","-77.83","2025-02-26T22:34:51.290323+00:00","2025-02-26T22:34:51.349959+00:00"
"-78.0","2025-02-26T22:34:51.351089+00:00","2025-02-26T22:34:51.437522+00:00","8450000520.0","-77.83","2025-02-26T22:34:51.437522+00:00","2025-02-26T22:34:51.497789+00:00"
"-78.0","2025-02-26T22:34:51.498703+00:00","2025-02-26T22:34:51.584415+00:00","8450000520.0","-77.83","2025-02-26T22:34:51.584415+00:00","2025-02-26T22:34:51.644842+00:00"
"-78.0","2025-02-26T22:34:51.644842+00:00","2025-02-26T22:34:51.735532+00:00","8450000520.0","-77.83","2025-02-26T22:34:51.735532+00:00","2025-02-26T22:34:51.797077+00:00"
"-78.0","2025-02-26T22:34:51.797619+00:00","2025-02-26T22:34:51.889205+00:00","8450000520.0","-77.83","2025-02-26T22:34:51.889205+00:00","2025-02-26T22:34:51.944526+00:00"
"-78.0","2025-02-26T22:34:51.944526+00:00","2025-02-26T22:34:52.035093+00:00","8450000520.0","-77.83","2025-02-26T22:34:52.035093+00:00","2025-02-26T22:34:52.095648+00:00"
"-78.0","2025-02-26T22:34:52.095648+00:00","2025-02-26T22:34:52.187971+00:00","8450000520.0","-77.83","2025-02-26T22:34:52.187971+00:00","2025-02-26T22:34:52.246215+00:00"
"-78.0","2025-02-26T22:34:52.246215+00:00","2025-02-26T22:34:52.337029+00:00","8450000520.0","-77.83","2025-02-26T22:34:52.337029+00:00","2025-02-26T22:34:52.399624+00:00"
